9999	LABEL:UYYbisXZ	Paragraph_ID	Book_Paragraph_ID	Paragraph_Reference	CollectedHitRankSummary	CollectedHits	TokensInParagraph	TotalUniquedScore	TotalUniquedScorePercentage	TotalHitCount	HitTypeTokenRatio	SummaryUnique_Hits_U	Unique_Hits_U	SummaryUnique_Hits_Y	Unique_Hits_Y	SummaryUnique_Hits_Ybis	Unique_Hits_Ybis	SummaryUnique_Hits_X	Unique_Hits_X	SummaryUnique_Hits_Z	Unique_Hits_Z	Paragraph_(lemmatized)	Paragraph_(tokenized)
3	NNNYN	P_000072	B_0000P_0072	I2010.07384v2.p.72	X:3:1	-- -- -- explainability[2] --	153	0	0.00	2	0.00	n.a.	--	n.a.	--	n.a.	--	X:3:1	explainability[2]	n.a.	--	LEM:in this work , we introduce an approach to model explainability on high-dimensional datum , in which explanation be articulate in term of a digestible set of semantic latent feature . we adapt the shapley paradigm to this task , in order to attribute a model 's prediction to the latent feature underlie its input datum . these two development form a principled , flexible framework for human-interpretable explainability on complex model . to demonstrate its flexibility , we highlight fourier transform , latent disentanglement , and image-to-image translation as option for the semantic representation that offer vary level of user control . we benchmarke our method on synthetic datum , where the underlie latent feature be control , and demonstrate its effectiveness in an extensive set of experiment use off-the-shelf pretraine model . we hope this framework will find wide applicability and offer practitioner a new way to probe their model . 	TOK:In this work , we introduced an approach to model explainability on high-dimensional data , in which explanations are articulated in terms of a digestible set of semantic latent features . We adapted the Shapley paradigm to this task , in order to attribute a model 's prediction to the latent features underlying its input data . These two developments form a principled , flexible framework for human-interpretable explainability on complex models . To demonstrate its flexibility , we highlighted Fourier transforms , latent disentanglement , and image-to-image translation as options for the semantic representation that offer varying levels of user control . We benchmarked our method on synthetic data , where the underlying latent features are controlled , and demonstrated its effectiveness in an extensive set of experiments using off-the-shelf pretrained models . We hope this framework will find wide applicability and offer practitioners a new way to probe their models . 
4	NYNNN	P_000110	B_0000P_0110	I2103.12308v1.p.1	Y:1:1Y:3:1	-- interpretability[2] interpretable_model[1] -- -- --	406	2	0.49	3	66.67	n.a.	--	Y:1:1 Y:3:1	interpretability[2] interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:--- abstract : | interpretability in machine learning model be important in high-stakes decision , such as whether to order a biopsy base on a mammographic exam . mammography pose important challenge that be not present in other computer vision task : dataset be small , confound information be present , and it can be difficult even for a radiologist to decide between watchful waiting and biopsy base on a mammogram alone . in this work , we present a framework for interpretable machine learning-based mammography . in addition to predict whether a lesion be malignant or benign , our work aim to follow the reasoning process of radiologist in detect clinically relevant semantic feature of each image , such as the characteristic of the mass margin . the framework include a novel interpretable neural network algorithm that use case-based reasoning for mammography . our algorithm can incorporate a combination of datum with whole image labelling and datum with pixel-wise annotation , lead to well accuracy and interpretability even with a small number of image . our interpretable model be able to highlight the classification-relevant part of the image , whereas other method highlight healthy tissue and confound information . our model be decision aid , rather than decision maker , aim at well overall human-machine collaboration . we do not observe a loss in mass margin classification accuracy over a black box neural network train on the same datum . author : - | alina jade barnett \ * duke university * \ alina . barnett \ @ duke . edu \ - | fides regina schwartz \ * duke university * \ fides . schwartz \ @ duke . edu \ - | chaofan tao \ * duke university * \ chaofan . tao \ @ gmail . com \ - | chaofan chen \ * university of maine * \ chaofan.ch en \ @ maine . edu \ - | yinhao ren \ * duke university * \ yinhao . ren \ @ duke . edu \ - | joseph y. lo \ * duke university * \ joseph . lo \ @ duke . edu \ - | cynthia rudin \ * duke university * \ cynthia \ @ cs . duke . edu \ bibliography : - main . bib title : ' iaia-bl : a case-based interpretable deep learning model for classification of mass lesion in digital mammography ' --- 	TOK:--- abstract : | Interpretability in machine learning models is important in high-stakes decisions , such as whether to order a biopsy based on a mammographic exam . Mammography poses important challenges that are not present in other computer vision tasks : datasets are small , confounding information is present , and it can be difficult even for a radiologist to decide between watchful waiting and biopsy based on a mammogram alone . In this work , we present a framework for interpretable machine learning-based mammography . In addition to predicting whether a lesion is malignant or benign , our work aims to follow the reasoning processes of radiologists in detecting clinically relevant semantic features of each image , such as the characteristics of the mass margins . The framework includes a novel interpretable neural network algorithm that uses case-based reasoning for mammography . Our algorithm can incorporate a combination of data with whole image labelling and data with pixel-wise annotations , leading to better accuracy and interpretability even with a small number of images . Our interpretable models are able to highlight the classification-relevant parts of the image , whereas other methods highlight healthy tissue and confounding information . Our models are decision aids , rather than decision makers , aimed at better overall human-machine collaboration . We do not observe a loss in mass margin classification accuracy over a black box neural network trained on the same data . author : - | Alina Jade Barnett \ * Duke University * \ alina . barnett \ @ duke . edu \ - | Fides Regina Schwartz \ * Duke University * \ Fides . Schwartz \ @ duke . edu \ - | Chaofan Tao \ * Duke University * \ chaofan . tao \ @ gmail . com \ - | Chaofan Chen \ * University of Maine * \ chaofan.ch en \ @ maine . edu \ - | Yinhao Ren \ * Duke University * \ yinhao . ren \ @ duke . edu \ - | Joseph Y. Lo \ * Duke University * \ joseph . lo \ @ duke . edu \ - | Cynthia Rudin \ * Duke University * \ cynthia \ @ cs . duke . edu \ bibliography : - main . bib title : ' IAIA-BL : A Case-based Interpretable Deep Learning Model for Classification of Mass Lesions in Digital Mammography ' --- 
1	NNNYN	P_000112	B_0000P_0112	I2103.12308v1.p.3	X:1:1	-- -- -- explainable[1] --	108	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:1:1	explainable[1]	n.a.	--	LEM:! [ ( a ) uninterpretable approach give no explanation for their output . ( b ) other interpretable or explainable approach might point out which region be use for decision making , but provide no information about what attribute of the region be important for classification decision . ( c ) iaia-bl provide an explanation framework that localize relevant area , associate the relevant area with a specific medical feature and use only the explain evidence to make a prediction . ] ( . / fig / intro_fig_v 2 -2 . png ) { # fig : intro_fig width = " .8 \ \ linewidth " } 	TOK:! [ ( a ) Uninterpretable approaches give no explanations for their output . ( b ) Other interpretable or explainable approaches might point out which regions are used for decision making , but provide no information about what attributes of the region are important for classification decisions . ( c ) IAIA-BL provides an explanation framework that localizes relevant areas , associates the relevant area with a specific medical feature and uses only the explained evidence to make a prediction . ] ( . / figs / intro_fig_v 2 -2 . png ) { # fig : intro_fig width = " .8 \ \ linewidth " } 
4	NYNNN	P_000126	B_0000P_0126	I2103.12308v1.p.17	Y:1:1Y:3:1	-- interpretability[2] interpretable_model[1] -- -- --	113	2	1.77	3	66.67	n.a.	--	Y:1:1 Y:3:1	interpretability[2] interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:& ours & [ @ wu 2019 deep ] & [ @ kim 2018 icadx ] & [ @ wu 2018 deepminer ] \ inherently interpretable model ( not posthoc ) & & & & \ provide global interpretability ( on model ) & & & & \ provide local interpretability ( on each case ) & & & & \ explanation be guarantee to match model reasoning & & & & \ incorporate domain-specific terminology & & & & \ provide similar prototype for comparison & & & & \ can incorporate fine annotation & & & & \ can be train on datum with mixed labeling & & & & \ 	TOK:& Ours & [ @ wu 2019 deep ] & [ @ kim 2018 icadx ] & [ @ wu 2018 deepminer ] \ Inherently interpretable model ( not posthoc ) & & & & \ Provides global interpretability ( on model ) & & & & \ Provides local interpretability ( on each case ) & & & & \ Explanation is guaranteed to match model reasoning & & & & \ Incorporate domain-specific terminology & & & & \ Provides similar prototypes for comparison & & & & \ Can incorporate fine annotation & & & & \ Can be trained on data with mixed labeling & & & & \ 
1	NYNNN	P_000132	B_0000P_0132	I2103.12308v1.p.23	Y:1:1	-- interpretable_model[1] -- -- --	130	1	0.77	1	100.00	n.a.	--	Y:1:1	interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:model need to be collaborator in the medical decision-making process in order to be useful . in mammography , the initial clinical decision be express as a bi-rads category of 1 to 5 , correspond to the recommendation of whether the patient need a biopsy [ @ orel 1999 bi ; @ sickle 2013 acr ] . an inscrutable model predict malignant / benign be not useful as a decision aid , as a biopsy be recommend for every lesion with great than 2 % chance of malignancy ( bi-rads 4 and 5 ) . to alter clinical management , an interpretable model be need to describe its reasoning process for why the patient should or should not receive a biopsy rather than provide an inscrutable prediction of malignancy . 	TOK:Models need to be collaborators in the medical decision-making process in order to be useful . In mammography , the initial clinical decision is expressed as a BI-RADS category of 1 to 5 , corresponding to the recommendation of whether the patient needs a biopsy [ @ orel 1999 bi ; @ sickles 2013 acr ] . An inscrutable model predicting malignant / benign is not useful as a decision aid , as a biopsy is recommended for every lesion with greater than 2 % chance of malignancy ( BI-RADS 4 and 5 ) . To alter clinical management , an interpretable model is needed to describe its reasoning process for why the patient should or should not receive a biopsy rather than provide an inscrutable prediction of malignancy . 
3	NYNNN	P_000133	B_0000P_0133	I2103.12308v1.p.24	Y:3:1	-- interpretability[1] -- -- --	191	1	0.52	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:our ai approach include an explicit reasoning system that resemble that of a practice radiologist . exist interpretability technique for mammography include localization as in figure [ 1 ] ( # fig : intro_fig ) { reference-type = " ref " reference = " fig : intro_fig " } b , but there be no explanation of why an area be select , what attribute of the region be use for classification , or what part of the training set these association be learn from . in a non-medical image analogy , though localization may provide a good interpretation for whether or not an image contain a vase ( perhaps by highlight the vase ) , it do not provide a good interpretation for classification of the vase pattern as roman vs $ . $ asian antiquity ( highlight the vase pattern provide no further insight ) . many recently publish ai-mammography algorithm be still entirely uninterpretable as in figure [ 1 ] ( # fig : intro_fig ) { reference-type = " ref " reference = " fig : intro_fig " } a [ @ mckinney 2020 international ] . 	TOK:Our AI approach includes an explicit reasoning system that resembles that of a practicing radiologist . Existing interpretability techniques for mammography include localization as in Figure [ 1 ] ( # fig : intro_fig ) { reference-type = " ref " reference = " fig : intro_fig " } b , but there is no explanation of why an area is selected , what attributes of the region are used for classification , or what parts of the training set these associations are learned from . In a non-medical image analogy , though localization may provide a good interpretation for whether or not an image contains a vase ( perhaps by highlighting the vase ) , it does not provide a good interpretation for classification of the vase pattern as Roman vs $ . $ Asian antiquity ( highlighting the vase pattern provides no further insight ) . Many recently published AI-mammography algorithms are still entirely uninterpretable as in Figure [ 1 ] ( # fig : intro_fig ) { reference-type = " ref " reference = " fig : intro_fig " } a [ @ mckinney 2020 international ] . 
1	NYNNN	P_000136	B_0000P_0136	I2103.12308v1.p.27	Y:1:1	-- interpretable_model[1] -- -- --	149	1	0.67	1	100.00	n.a.	--	Y:1:1	interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:when start to build an interpretable model for breast lesion classification , we naïvely apply the case-based reasoning protopnet architecture to medical image . though the model appear to be learn medically relevant feature because of its high validation accuracy , the model make prediction use region of the image that do not correspond to the medical information ; in other word , the model use confound information rather than medically relevant information . this be consistent with observation make by other group of the danger of confound in medical imaging [ @ wang 2019 remove ] . for non-medical image classification task , a typical approach might be to increase the size of the training set . however , as discuss above , one major barrier to implementation of ai in the medical field be the limited availability of annotate datum [ @ soffer 2019 convolutional ] . 	TOK:When starting to build an interpretable model for breast lesion classification , we naïvely applied the case-based reasoning ProtoPNet architecture to medical images . Though the model appeared to be learning medically relevant features because of its high validation accuracy , the model made predictions using regions of the image that did not correspond to the medical information ; in other words , the model used confounding information rather than medically relevant information . This is consistent with observations made by other groups of the dangers of confounding in medical imaging [ @ wang 2019 removing ] . For non-medical image classification tasks , a typical approach might be to increase the size of the training set . However , as discussed above , one major barrier to implementation of AI in the medical field is the limited availability of annotated data [ @ soffer 2019 convolutional ] . 
3	NYNNN	P_000147	B_0000P_0147	I2103.12308v1.p.38	Y:3:1	-- interpretability[2] -- -- --	124	1	0.81	2	50.00	n.a.	--	Y:3:1	interpretability[2]	n.a.	--	n.a.	--	n.a.	--	LEM:this architecture can provide both local interpretability by explain each prediction in term of the similarity between a give input image and the learn prototype , as in figure [ \ [ fig : iaia_expls \ ] ] ( # fig : iaia_expls ) { reference-type = " ref " reference = " fig : iaia_expls " } , and global interpretability in term of the cluster structure of the latent feature space ( where semantically similar convolutional feature patch be cluster around prototype represent the same semantic concept ) . the set of learn prototype be provide in appendix [ 12 ] ( # app : prototype_set ) { reference-type = " ref " reference = " app : prototype_set " } . 	TOK:This architecture can provide both local interpretability by explaining each prediction in terms of the similarity between a given input image and the learned prototypes , as in Figure [ \ [ fig : IAIA_expls \ ] ] ( # fig : IAIA_expls ) { reference-type = " ref " reference = " fig : IAIA_expls " } , and global interpretability in terms of the clustering structure of the latent feature space ( where semantically similar convolutional feature patches are clustered around prototypes representing the same semantic concepts ) . The set of learned prototypes is provided in Appendix [ 12 ] ( # app : prototype_sets ) { reference-type = " ref " reference = " app : prototype_sets " } . 
3	NYNNN	P_000168	B_0000P_0168	I2103.12308v1.p.59	Y:3:1	-- interpretability[1] -- -- --	9	1	11.11	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:interpretability metric { # subsec : activprec } ----------------------- 	TOK:Interpretability Metric { # subsec : activprec } ----------------------- 
3	NYNNN	P_000169	B_0000P_0169	I2103.12308v1.p.60	Y:3:1	-- interpretability[1] -- -- --	522	1	0.19	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:we design the interpretability metric * activation precision * to quantify what proportion of the information use to classify the mass margin come from the relevant region as mark by the radiologist-annotator . use the notation define in section [ 3.5 ] ( # sec : model_training ) { reference-type = " ref " reference = " sec : model_training " } , the activation precision for a single prototype $ \ mathbf {p}_j $ on a single image $ \ mathbf {x}_i $ that have mass-margin type $ y ^ { \ text{margin} } _ i $ and come with a fine-annotation mask $ \ mathbf {m}_i $ , be define as : $ $ \ label { eq : ap } \ textrm{ap} ( \ mathbf {p}_j , \ mathbf {x}_i , y ^ { \ text{margin} } _ i , \ mathbf {m}_i ) = \ leave ( \ frac { \ sum \ leave [ ( 1 - \ mathbf {m}_i ) \ odot t _ { \ tau } \ leave ( \ textrm{upsample} \ leave ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) \ right ) \ right ] } { \ sum t _ { \ tau } \ leave ( \ textrm{upsample} \ leave ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) \ right ) } \ right ) \ text { where } \ text{class} ( \ mathbf {p}_j ) = y ^ { \ text{margin} } _ i , $ $ where $ t _ { \ tau } $ be a threshold function that return the top $ ( 1 - \ tau ) \ time 100 \ % $ of the input value as $ 1 $ and the bottom $ \ tau \ time 100 \ % $ as $ 0 $ . activation precision be only define where the prototype have the same class identity as the image . the fraction in equation ( [ \ [ eq : ap \ ] ] ( # eq : ap ) { reference-type = " ref " reference = " eq : ap " } ) give a proportion of highly activate pixel that be medically relevant . we elaborate on this in appendix [ 15 ] ( # app : activation_precision ) { reference-type = " ref " reference = " app : activation_precision " } . to evaluate activation precision for gradcam [ @ selvaraju _ 2017 _ iccv ] and gradcam++ [ @ chattopadhay 2018 grad ] , we calculate as in equation ( [ \ [ eq : ap \ ] ] ( # eq : ap ) { reference-type = " ref " reference = " eq : ap " } ) but replace the prototype activation map $ \ textrm{upsample} \ leave ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) $ with the normalize gradient map for the correct class . 	TOK:We designed the interpretability metric * activation precision * to quantify what proportion of the information used to classify the mass margin comes from the relevant region as marked by the radiologist-annotator . Using the notations defined in Section [ 3.5 ] ( # sec : model_training ) { reference-type = " ref " reference = " sec : model_training " } , the activation precision for a single prototype $ \ mathbf {p}_j $ on a single image $ \ mathbf {x}_i $ that has mass-margin type $ y ^ { \ text{margin} } _ i $ and comes with a fine-annotation mask $ \ mathbf {m}_i $ , is defined as : $ $ \ label { eq : ap } \ textrm{AP} ( \ mathbf {p}_j , \ mathbf {x}_i , y ^ { \ text{margin} } _ i , \ mathbf {m}_i ) = \ left ( \ frac { \ sum \ left [ ( 1 - \ mathbf {m}_i ) \ odot T _ { \ tau } \ left ( \ textrm{Upsample} \ left ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) \ right ) \ right ] } { \ sum T _ { \ tau } \ left ( \ textrm{Upsample} \ left ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) \ right ) } \ right ) \ text { where } \ text{class} ( \ mathbf {p}_j ) = y ^ { \ text{margin} } _ i , $ $ where $ T _ { \ tau } $ is a threshold function that returns the top $ ( 1 - \ tau ) \ times 100 \ % $ of the input values as $ 1 $ and the bottom $ \ tau \ times 100 \ % $ as $ 0 $ . Activation precision is only defined where the prototype has the same class identity as the image . The fraction in Equation ( [ \ [ eq : ap \ ] ] ( # eq : ap ) { reference-type = " ref " reference = " eq : ap " } ) gives a proportion of highly activated pixels that are medically relevant . We elaborate on this in Appendix [ 15 ] ( # app : activation_precision ) { reference-type = " ref " reference = " app : activation_precision " } . To evaluate activation precision for GradCAM [ @ Selvaraju _ 2017 _ ICCV ] and GradCAM++ [ @ chattopadhay 2018 grad ] , we calculate as in Equation ( [ \ [ eq : ap \ ] ] ( # eq : ap ) { reference-type = " ref " reference = " eq : ap " } ) but replace the prototype activation map $ \ textrm{Upsample} \ left ( g _ { \ mathbf {p}_j } ( f ( \ mathbf {x}_i ) ) \ right ) $ with the normalized gradient map for the correct class . 
3	NYNNN	P_000172	B_0000P_0172	I2103.12308v1.p.63	Y:3:1	-- interpretability[1] -- -- --	88	1	1.14	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:activation precision be a measure of interpretability , in the sense that the high the activation precision , the well a prototype ( or a set of prototype ) be at detect medically relevant feature for mass-margin classification . in our experiment , we use $ \ tau = 0.95 $ because iaia-bl use the top 5 % of activate patch in its prediction . 95 % confidence interval be derive use non-parametric bootstrap resample with 5000 sample each equal to the size of the test set . 	TOK:Activation precision is a measure of interpretability , in the sense that the higher the activation precision , the better a prototype ( or a set of prototypes ) is at detecting medically relevant features for mass-margin classification . In our experiments , we used $ \ tau = 0.95 $ because IAIA-BL uses the top 5 % of activated patches in its predictions . 95 % confidence intervals were derived using non-parametric bootstrap resampling with 5000 samples each equal to the size of the test set . 
3	NYNNN	P_000178	B_0000P_0178	I2103.12308v1.p.69	Y:3:1	-- interpretability[1] -- -- --	124	1	0.81	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:* * baseline 2 a and 2 b : vgg -16 [ @ simonyan 2015 very ] with gradcam [ @ selvaraju _ 2017 _ iccv ] and gradcam++ [ @ chattopadhay 2018 grad ] . * * we train a vgg -16 model with two add fully connect layer to account for the large number of parameter in our model . pre-traine on imagenet , it be train for 250 epoch and the epoch with the high test accuracy be select for comparison . there be no native way to incorporate our fine annotation into vgg -16 . vgg -16 provide no inherent interpretability or localization . use the posthoc gradcam and gradcam++ technique we show localization information and calculate activation precision . 	TOK:* * Baselines 2 a and 2 b : VGG -16 [ @ simonyan 2015 very ] with GradCAM [ @ Selvaraju _ 2017 _ ICCV ] and GradCAM++ [ @ chattopadhay 2018 grad ] . * * We trained a VGG -16 model with two added fully connected layers to account for the larger number of parameters in our model . Pre-trained on ImageNet , it was trained for 250 epochs and the epoch with the highest test accuracy is selected for comparison . There is no native way to incorporate our fine annotation into VGG -16 . VGG -16 provides no inherent interpretability or localization . Using the posthoc GradCAM and GradCAM++ techniques we show localization information and calculate activation precision . 
3	NYNNN	P_000185	B_0000P_0185	I2103.12308v1.p.76	Y:3:1	-- interpretability[1] -- -- --	447	1	0.22	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:& \ & & & vgg -16 [ @ simonyan 2015 very ] & vgg -16 [ @ simonyan 2015 very ] \ & iaia-bl & protopnet [ @ ppnet ] & with gradcam [ @ selvaraju _ 2017 _ iccv ] & with gradcam++ [ @ chattopadhay 2018 grad ] \ performance ( auroc ) & & & & \ mass margin class . & * * 0.951 * * \ [ 0.905 , 0.996 \ ] & * 0.911 * \ [ 0.848 , 0.974 \ ] & * 0.947 * \ [ 0.898 , 0.996 \ ] & * 0.947 * \ [ 0.898 , 0.996 \ ] \ spiculate vs. all & * 0.96 * \ [ 0.90 , 1.00 \ ] & * * 0.97 * * \ [ 0.93 , 1.00 \ ] & * 0.95 * \ [ 0.89 , 1.00 \ ] & * 0.95 * \ [ 0.89 , 1.00 \ ] \ indistinct vs. all & * 0.93 * \ [ 0.88 , 0.99 \ ] & * 0.87 * \ [ 0.78 , 0.94 \ ] & * * 0.94 * * \ [ 0.89 , 0.99 \ ] & * * 0.94 * * \ [ 0.89 , 0.99 \ ] \ circumscribed vs. all & * * 0.97 * * \ [ 0.94 , 1.00 \ ] & * 0.93 * \ [ 0.87 , 1.00 \ ] & * 0.95 * \ [ 0.91 , 1.00 \ ] & * 0.95 * \ [ 0.91 , 1.00 \ ] \ cohen 's $ \ kappa $ & * * 0.74 * * \ [ 0.60 , 0.86 \ ] & * 0.64 * \ [ 0.49 , 0.78 \ ] & * * 0.74 * * \ [ 0.60 , 0.87 \ ] & * * 0.74 * * \ [ 0.60 , 0.87 \ ] \ interpretability & & & & \ fine-scale act . prec . & * * 0.41 * * \ [ 0.39 , 0.45 \ ] & 0.24 \ [ 0.17 , 0.31 \ ] & 0.21 \ [ 0.05 , 0.43 \ ] $ ^ { \ textrm{a} } $ & 0.24 \ [ 0.08 , 0.45 \ ] $ ^ { \ textrm{a} } $ \ lesion-scale act . prec . & * * 0.94 * * \ [ 0.92 , 0.97 \ ] & 0.51 \ [ 0.34 , 0.68 \ ] & 0.45 \ [ 0.37 , 0.54 \ ] $ ^ { \ textrm{a} } $ & 0.53 \ [ 0.44 , 0.61 \ ] $ ^ { \ textrm{a} } $ \ 	TOK:& \ & & & VGG -16 [ @ simonyan 2015 very ] & VGG -16 [ @ simonyan 2015 very ] \ & IAIA-BL & ProtoPNet [ @ PPNet ] & with GradCAM [ @ Selvaraju _ 2017 _ ICCV ] & with GradCAM++ [ @ chattopadhay 2018 grad ] \ Performance ( AUROC ) & & & & \ Mass Margin Class . & * * 0.951 * * \ [ 0.905 , 0.996 \ ] & * 0.911 * \ [ 0.848 , 0.974 \ ] & * 0.947 * \ [ 0.898 , 0.996 \ ] & * 0.947 * \ [ 0.898 , 0.996 \ ] \ Spiculated vs. all & * 0.96 * \ [ 0.90 , 1.00 \ ] & * * 0.97 * * \ [ 0.93 , 1.00 \ ] & * 0.95 * \ [ 0.89 , 1.00 \ ] & * 0.95 * \ [ 0.89 , 1.00 \ ] \ Indistinct vs. all & * 0.93 * \ [ 0.88 , 0.99 \ ] & * 0.87 * \ [ 0.78 , 0.94 \ ] & * * 0.94 * * \ [ 0.89 , 0.99 \ ] & * * 0.94 * * \ [ 0.89 , 0.99 \ ] \ Circumscribed vs. all & * * 0.97 * * \ [ 0.94 , 1.00 \ ] & * 0.93 * \ [ 0.87 , 1.00 \ ] & * 0.95 * \ [ 0.91 , 1.00 \ ] & * 0.95 * \ [ 0.91 , 1.00 \ ] \ Cohen 's $ \ kappa $ & * * 0.74 * * \ [ 0.60 , 0.86 \ ] & * 0.64 * \ [ 0.49 , 0.78 \ ] & * * 0.74 * * \ [ 0.60 , 0.87 \ ] & * * 0.74 * * \ [ 0.60 , 0.87 \ ] \ Interpretability & & & & \ Fine-scale Act . Prec . & * * 0.41 * * \ [ 0.39 , 0.45 \ ] & 0.24 \ [ 0.17 , 0.31 \ ] & 0.21 \ [ 0.05 , 0.43 \ ] $ ^ { \ textrm{a} } $ & 0.24 \ [ 0.08 , 0.45 \ ] $ ^ { \ textrm{a} } $ \ Lesion-scale Act . Prec . & * * 0.94 * * \ [ 0.92 , 0.97 \ ] & 0.51 \ [ 0.34 , 0.68 \ ] & 0.45 \ [ 0.37 , 0.54 \ ] $ ^ { \ textrm{a} } $ & 0.53 \ [ 0.44 , 0.61 \ ] $ ^ { \ textrm{a} } $ \ 
3	NYNNN	P_000188	B_0000P_0188	I2103.12308v1.p.79	Y:3:1	-- interpretability[1] -- -- --	110	1	0.91	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:performance of iaia-bl be well than that of protopnet ( baseline 1 ) , which do not have the stabilization of the gradient provide by the average pooling improvement of iaia-bl . vgg -16 ( baseline 2 a and 2 b ) perform comparably to iaia-bl for auroc . remember that the baseline model be permit to use confound information that iaia-bl be not encourage to use , and we will see that when we consider the interpretability result . as we know , it be easy to perform well on training datum despite use logic that a radiologist would claim be incorrect [ @ zech 2018 variable ] . 	TOK:Performance of IAIA-BL is better than that of ProtoPNet ( Baseline 1 ) , which does not have the stabilization of the gradient provided by the average pooling improvement of IAIA-BL . VGG -16 ( Baselines 2 a and 2 b ) performed comparably to IAIA-BL for AUROC . Remember that the baseline models are permitted to use confounding information that IAIA-BL is not encouraged to use , and we will see that when we consider the interpretability results . As we know , it is easy to perform well on training data despite using logic that a radiologist would claim is incorrect [ @ zech 2018 variable ] . 
3	NYNNN	P_000190	B_0000P_0190	I2103.12308v1.p.81	Y:3:1	-- interpretability[3] -- -- --	143	1	0.70	3	33.33	n.a.	--	Y:3:1	interpretability[3]	n.a.	--	n.a.	--	n.a.	--	LEM:* * interpretability result : * * to measure interpretability , we use the interpretability metric activation precision from section [ 4.2 ] ( # subsec : activprec ) { reference-type = " ref " reference = " subsec : activprec " } , show in the low two row of table [ \ [ tab : margin_results \ ] ] ( # tab : margin_result ) { reference-type = " ref " reference = " tab : margin_result " } . for the unpruned iaia-bl model ( not show in the table , because it be almost identical to iaia-bl ) , the lesion-scale activation precision of the learn prototype be 0.93 ( 95 % ci : 0.91 , 0.96 ) and the fine-scale activation precision of the learn prototype be 0.41 ( 95 % ci : 0.39 , 0.43 ) . 	TOK:* * Interpretability Results : * * To measure interpretability , we used the interpretability metric activation precision from Section [ 4.2 ] ( # subsec : activprec ) { reference-type = " ref " reference = " subsec : activprec " } , shown in the lower two rows of Table [ \ [ tab : margin_results \ ] ] ( # tab : margin_results ) { reference-type = " ref " reference = " tab : margin_results " } . For the unpruned IAIA-BL model ( not shown in the table , because it is almost identical to IAIA-BL ) , the lesion-scale activation precision of the learned prototypes is 0.93 ( 95 % CI : 0.91 , 0.96 ) and the fine-scale activation precision of the learned prototypes is 0.41 ( 95 % CI : 0.39 , 0.43 ) . 
3	NYNNN	P_000192	B_0000P_0192	I2103.12308v1.p.83	Y:3:1	-- interpretability[1] -- -- --	72	1	1.39	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:* * * to summarize , iaia-bl 's predictive performance be as good or well than the analogous black-box model . its performance in mimic our annotator be well than the typical interannotator agreement between radiologist . its interpretability , measure by how well its attention agree with a radiologist annotator 's hand-drawn attention map , exceed that of exist method and do not resort to post-hoc analysis . * * * 	TOK:* * * To summarize , IAIA-BL 's predictive performance was as good or better than the analogous black-box model . Its performance in mimicking our annotator was better than the typical interannotator agreement between radiologists . Its interpretability , measured by how well its attention agreed with a radiologist annotator 's hand-drawn attention maps , exceeded that of existing methods and does not resort to post-hoc analysis . * * * 
